epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,train_precision_macro,train_recall_macro,train_f1_weighted,train_precision_weighted,train_recall_weighted,val_f1_macro,val_precision_macro,val_recall_macro,val_f1_weighted,val_precision_weighted,val_recall_weighted
1,2.764816189549633,1.5490295160900462,0.012267254987732745,0.0686766476075835,0.010084927814732261,0.06864029496953494,0.006796626755006898,0.017825542460547267,0.11476649959861035,0.012267254987732745,0.0235135042286067,0.08743468554386363,0.020191463144110685,0.07785783177577836,0.27376908633730873,0.0686766476075835
2,1.28933825843113,1.0318239033222198,0.14452488090626184,0.26951646121694883,0.1403413541796035,0.4083874296966207,0.10675955493669151,0.18439222807532063,0.4501786863440986,0.14452488090626184,0.2536936110691765,0.5540302279781961,0.2137635643157172,0.31578802928113253,0.6298455819690386,0.26951646121694883
3,0.875563459758906,0.7798576658422297,0.3514861706520675,0.3871566162885786,0.3854697730826736,0.7000282192015972,0.3052679592654025,0.43338154897144193,0.7144966982029585,0.3514861706520675,0.42425132745662647,0.7448628775943688,0.3493196074950009,0.4690371607669656,0.7843188236864015,0.3871566162885786
4,0.664433269079813,0.6631544561548667,0.48828858360401706,0.477435866371869,0.556358462709932,0.8183574976176368,0.45974361652614204,0.5848644819138072,0.8294594120343701,0.48828858360401706,0.5368793772134903,0.8057379979153617,0.4601329527701821,0.5586895477269562,0.8299629993478792,0.477435866371869
5,0.553488212224749,0.6018319429321722,0.5695383973537563,0.5211065511706091,0.6523209692379923,0.8726213758345528,0.553287819230639,0.6677476001420406,0.8818710979211962,0.5695383973537563,0.5741266174593832,0.8240549487945582,0.4979506605561145,0.603154225701699,0.845988922715444,0.5211065511706091
6,0.4784777846532999,0.56848703622818,0.6192746669845338,0.5500499742556865,0.7024895224415294,0.903694596884814,0.6065245516280051,0.7140148112613278,0.9087405668337611,0.6192746669845338,0.6099136321850442,0.8441506766088892,0.5368084604736543,0.6310543597768086,0.8699574637075989,0.5500499742556865
7,0.4284254850570074,0.5416933474215594,0.656044725605473,0.5982296998515916,0.7394806481460868,0.9202061157544457,0.6477897702394584,0.7474479116031848,0.9245689853494298,0.656044725605473,0.6491532920179351,0.8462725132393656,0.5822599505256444,0.6690086025405785,0.8669792977982639,0.5982296998515916
8,0.3904395235567978,0.5285710256208073,0.6861108391266033,0.5820183541811794,0.7688469731406935,0.9330295883533007,0.6810210668284241,0.7738193875217149,0.937556857002006,0.6861108391266033,0.6273967269976374,0.8643255369146664,0.5562135906082539,0.656041017711241,0.8809715926636553,0.5820183541811794
9,0.3656776449115006,0.5116103250872005,0.7037471423888565,0.6091218160341643,0.7831347736884465,0.9407194346336386,0.6988146699916913,0.7879276628390186,0.9442568813848593,0.7037471423888565,0.652985964994522,0.8542717349027409,0.5857576437989204,0.6793024390190868,0.8737026625229071,0.6091218160341643
10,0.3359077857788076,0.5034919964996252,0.7249328434774095,0.599827361662174,0.8020711196032047,0.9510117550095882,0.7198668612192696,0.8063723161535681,0.9535496615535742,0.7249328434774095,0.6537462074538702,0.8605951316977327,0.5864638616948293,0.6722248241985129,0.8830610615286083,0.599827361662174
11,0.31660378824189767,0.5295950149947947,0.7388015700364837,0.553979767998304,0.8134567733721174,0.9537319004655749,0.7353529123579737,0.8174266980599736,0.9578808576081127,0.7388015700364837,0.6158556516459265,0.8561690599424124,0.5430838914129922,0.6337518371475989,0.8800813050012379,0.553979767998304
12,0.3014450750707351,0.4969494869763201,0.7487058267595861,0.648749129236454,0.8222821601030744,0.9585301575989736,0.7459080136888518,0.8248993699859719,0.960476104108891,0.7487058267595861,0.6905414476702598,0.8643370637865248,0.6310971430084378,0.711158286510797,0.880997968248778,0.648749129236454
13,0.2854454261778863,0.4972622653300112,0.7614038373939438,0.6205250325589847,0.835090276758119,0.9621423990591457,0.7615054420982638,0.8357460997590964,0.9648379816307397,0.7614038373939438,0.6664335294392871,0.8631516670558054,0.6020352106282625,0.6889866427276581,0.8833066140355238,0.6205250325589847
14,0.2763860118719413,0.4921172179959037,0.7686952690305195,0.6101932337886543,0.8415727333470965,0.9657341432793596,0.76948178577671,0.8411754739286289,0.9682636398850978,0.7686952690305195,0.660855159386293,0.8667872178082576,0.5915887658971982,0.6860106950387393,0.8875334185364239,0.6101932337886543
15,0.2634820500484754,0.49071871082891116,0.778836861800178,0.6187380743253476,0.8473836471730332,0.9679060020395694,0.7776958320709357,0.8492624920710115,0.9700880584255173,0.778836861800178,0.6721827535323681,0.8666370403482148,0.606969668977684,0.6903464760862834,0.8907957299670148,0.6187380743253476
16,0.25353715741603644,0.5125156196680936,0.7866795942085747,0.6101326589332768,0.8546711566745452,0.9712066972647377,0.7859704163893155,0.8551989676758315,0.9721972507218724,0.7866795942085747,0.6629805503544228,0.8690706431188882,0.598148811861481,0.6798294294008619,0.889888025512003,0.6101326589332768
